Durusdinium15234	K08805
Durusdinium71438	K17263
Durusdinium60791	K06627
Durusdinium4978	K23490
Durusdinium55509	K02950
Durusdinium10925	K09510
Durusdinium8403	K10389
Durusdinium107074	K17630
Durusdinium8216	K24680
Durusdinium68840	K10408
Durusdinium25253	K08316
Durusdinium60325	K15398
Durusdinium96153	K01623
Durusdinium75254	K07376
Durusdinium14081	K11583
Durusdinium6532	K20989
Durusdinium84591	K02209
Durusdinium108338	K24485
Durusdinium3845	K07376
Durusdinium65688	K02959
Durusdinium10821	K15014
Durusdinium24017	K01897
Durusdinium50009	K03164
Durusdinium22546	K01069
Durusdinium83586	K12132
Durusdinium60073	K14793
Durusdinium108616	K15172
Durusdinium85336	K13111
Durusdinium14006	K03142
Durusdinium8854	K13126
Durusdinium24436	K11136
Durusdinium11794	K18468
Durusdinium100858	K10408
Durusdinium61821	K02111
Durusdinium59728	K04512
Durusdinium63913	K12192
Durusdinium97950	K03453
Durusdinium22806	K12132
Durusdinium19147	K17535
Durusdinium356	K10523
Durusdinium49458	K00058
Durusdinium7603	K24740
Durusdinium9096	K01076
Durusdinium13672	K15502
Durusdinium9815	K09571
Durusdinium10267	K00799
Durusdinium88542	K17508
Durusdinium1345	K02641
Durusdinium11583	K21804
Durusdinium98893	K00338
Durusdinium96912	K02206
Durusdinium99503	K17618
Durusdinium76973	K22686
Durusdinium19255	K03686
Durusdinium19220	K17341
Durusdinium104720	K18081
Durusdinium48244	K12857
Durusdinium56161	K05769
Durusdinium49874	K01476
Durusdinium1290	K02183
Durusdinium106613	K18423
Durusdinium5708	K11426
Durusdinium95489	K03686
Durusdinium14926	K10357
Durusdinium20464	K13117
Durusdinium50998	K17506
Durusdinium17874	K04854
Durusdinium109984	K15161
Durusdinium42916	K10407
Durusdinium31671	K12948
Durusdinium15166	K04077
Durusdinium2137	K13412
Durusdinium23951	K22762
Durusdinium78949	K00948
Durusdinium5614	K10595
Durusdinium12908	K21440
Durusdinium13353	K01876
Durusdinium60789	K01338
Durusdinium95746	K05656
Durusdinium16237	K08582
Durusdinium73575	K00958
Durusdinium16641	K19073
Durusdinium1311	K24070
Durusdinium60826	K25441
Durusdinium60660	K20302
Durusdinium60840	K13412
Durusdinium95151	K00826
Durusdinium76557	K12439
Durusdinium21852	K03006
Durusdinium48178	K00556
Durusdinium51070	K22074
Durusdinium85244	K01535
Durusdinium3851	K10380
Durusdinium61391	K13412
Durusdinium61134	K03978
Durusdinium62512	K00227
Durusdinium95864	K03978
Durusdinium61776	K16603
Durusdinium97509	K11162
Durusdinium48357	K13979
Durusdinium107352	K00645
Durusdinium23141	K25656
Durusdinium4846	K06258
Durusdinium107220	K03097
Durusdinium97911	K00729
Durusdinium6494	K03654
Durusdinium63708	K06180
Durusdinium4101	K17341
Durusdinium5651	K21806
Durusdinium8223	K22857
Durusdinium52532	K17508
Durusdinium64205	K24997
Durusdinium107994	K13126
Durusdinium23787	K22767
Durusdinium83649	K06269
Durusdinium106834	K14012
Durusdinium2590	K04308
Durusdinium63920	K13107
Durusdinium23166	K03924
Durusdinium49120	K09571
Durusdinium84180	K23257
Durusdinium40846	K22733
Durusdinium4050	K10408
Durusdinium55726	K00889
Durusdinium65784	K00134
Durusdinium108607	K00101
Durusdinium5503	K10380
Durusdinium4550	K00703
Durusdinium88906	K09660
Durusdinium72550	K24888
Durusdinium62550	K13239
Durusdinium42839	K09457
Durusdinium108722	K07562
Durusdinium11092	K15656
Durusdinium43841	K00326
Durusdinium19200	K01785
Durusdinium46068	K07497
Durusdinium107608	K08496
Durusdinium77764	K06636
Durusdinium9789	K22614
Durusdinium63665	K01900
Durusdinium15062	K14395
Durusdinium5024	K12811
Durusdinium50382	K03263
Durusdinium23440	K05681
Durusdinium10801	K10380
Durusdinium28161	K10751
Durusdinium3490	K07953
Durusdinium3422	K10860
Durusdinium176	K03924
Durusdinium14843	K10389
Durusdinium622	K21433
Durusdinium40553	K19674
Durusdinium2639	K03259
Durusdinium2521	K03741
Durusdinium6223	K10732
Durusdinium84054	K17606
Durusdinium12829	K09667
Durusdinium65804	K10579
Durusdinium74695	K13126
Durusdinium72290	K13576
Durusdinium18315	K03437
Durusdinium61402	K10358
Durusdinium16708	K09578
Durusdinium49980	K10260
Durusdinium108438	K00587
Durusdinium1813	K13720
Durusdinium98711	K11087
Durusdinium6159	K08907
Durusdinium1661	K01673
Durusdinium4354	K01669
Durusdinium59977	K13525
Durusdinium75687	K13206
Durusdinium107381	K12863
Durusdinium47389	K14006
Durusdinium95433	K09257
Durusdinium75637	K04043
Durusdinium42572	K02978
Durusdinium109116	K16052
Durusdinium84349	K04986
Durusdinium838	K12132
Durusdinium18971	K17506
Durusdinium68420	K06682
Durusdinium109613	K15634
Durusdinium25989	K24748
Durusdinium84017	K16052
Durusdinium8822	K25162
Durusdinium387	K03767
Durusdinium17569	K09122
Durusdinium697	K03235
Durusdinium80364	K20028
Durusdinium107513	K09419
Durusdinium97765	K02183
Durusdinium94760	K13412
Durusdinium2973	K15654
Durusdinium108942	K15013
Durusdinium26541	K08151
Durusdinium28152	K01006
Durusdinium84798	K13412
Durusdinium49518	K07478
Durusdinium97267	K01847
Durusdinium49091	K00606
Durusdinium4312	K19329
Durusdinium30505	K06180
Durusdinium14177	K16639
Durusdinium39423	K08517
Durusdinium96339	K12132
Durusdinium8197	K15280
Durusdinium107191	K03284
Durusdinium1527	K04371
Durusdinium60214	K01560
Durusdinium91120	K12621
Durusdinium22407	K18551
Durusdinium1120	K06901
Durusdinium85828	K24790
Durusdinium3534	K09861
Durusdinium6891	K02156
Durusdinium60754	K05012
Durusdinium48895	K21440
Durusdinium3750	K04857
Durusdinium12938	K12479
Durusdinium96227	K20724
Durusdinium21562	K10380
Durusdinium98289	K09554
Durusdinium23355	K11426
Durusdinium77020	K07390
Durusdinium79007	K00695
Durusdinium97030	K05757
Durusdinium87519	K00027
Durusdinium96433	K02471
Durusdinium95254	K10380
Durusdinium83920	K11661
Durusdinium25258	K16726
Durusdinium77019	K04392
Durusdinium10657	K00799
Durusdinium93866	K02641
Durusdinium13874	K00545
Durusdinium21327	K22766
Durusdinium62597	K10446
Durusdinium49004	K03648
Durusdinium49107	K14016
Durusdinium27839	K01897
Durusdinium38556	K02918
Durusdinium89533	K06207
Durusdinium98533	K03327
Durusdinium111704	K01537
Durusdinium96957	K09680
Durusdinium5399	K14990
Durusdinium98436	K12623
Durusdinium7335	K13412
Durusdinium15407	K08582
Durusdinium7434	K19603
Durusdinium17268	K03686
Durusdinium96486	K24553
Durusdinium64298	K15272
Durusdinium97041	K01626
Durusdinium113268	K16531
Durusdinium51947	K00654
Durusdinium15290	K12823
Durusdinium85747	K19750
Durusdinium2445	K19882
Durusdinium6231	K01969
Durusdinium26064	K10380
Durusdinium29369	K05643
Durusdinium18637	K09223
Durusdinium13632	K24427
Durusdinium51875	K20181
Durusdinium11515	K20028
Durusdinium85412	K02155
Durusdinium5347	K14430
Durusdinium34117	K11835
Durusdinium34833	K13886
Durusdinium49229	K11968
Durusdinium5166	K08287
Durusdinium21018	K13412
Durusdinium53348	K01358
Durusdinium94828	K07376
Durusdinium8411	K03094
Durusdinium3011	K21866
Durusdinium73887	K16276
Durusdinium27289	K25316
Durusdinium18129	K00002
Durusdinium19281	K13523
Durusdinium1820	K14810
Durusdinium52288	K09497
Durusdinium48939	K12880
Durusdinium23622	K07561
Durusdinium20839	K16726
Durusdinium76164	K04412
Durusdinium48250	K00898
Durusdinium19475	K03447
Durusdinium17537	K01309
Durusdinium76683	K02371
Durusdinium7285	K14765
Durusdinium49543	K01081
Durusdinium17542	K14855
Durusdinium99471	K09498
Durusdinium94638	K23257
Durusdinium3344	K19477
Durusdinium66382	K23503
Durusdinium2074	K12603
Durusdinium51231	K10380
Durusdinium12574	K07126
Durusdinium8236	K13412
Durusdinium43382	K03120
Durusdinium6713	K03320
Durusdinium13291	K09503
Durusdinium105139	K06677
Durusdinium43122	K19681
Durusdinium23183	K06316
Durusdinium59978	K12879
Durusdinium39517	K04488
Durusdinium112629	K07151
Durusdinium107006	K15259
Durusdinium21611	K14944
Durusdinium9794	K00545
Durusdinium102501	K05677
Durusdinium26001	K03327
Durusdinium53035	K08994
Durusdinium62628	K11162
Durusdinium86326	K20032
Durusdinium18007	K10380
Durusdinium29756	K13510
Durusdinium206	K07514
Durusdinium9211	K24469
Durusdinium26338	K09608
Durusdinium23789	K01557
Durusdinium77254	K04371
Durusdinium109402	K23544
Durusdinium71497	K07243
Durusdinium5522	K20405
Durusdinium48786	K04554
Durusdinium18626	K16524
Durusdinium3798	K14944
Durusdinium15424	K01347
Durusdinium80271	K09660
Durusdinium23961	K01209
Durusdinium5435	K12603
Durusdinium6186	K13755
Durusdinium62328	K02492
Durusdinium76507	K06168
Durusdinium77045	K06158
Durusdinium8552	K16296
Durusdinium38858	K12169
Durusdinium117845	K12580
Durusdinium56039	K13750
Durusdinium86125	K04849
Durusdinium83357	K01507
Durusdinium3587	K16889
Durusdinium106713	K22262
Durusdinium2039	K09553
Durusdinium18162	K20890
Durusdinium61298	K18898
Durusdinium45517	K02154
Durusdinium14044	K23330
Durusdinium3199	K21440
Durusdinium19585	K04518
Durusdinium21755	K06180
Durusdinium109339	K11164
Durusdinium22056	K03327
Durusdinium13136	K01623
Durusdinium1924	K09582
Durusdinium26	K03083
Durusdinium69153	K10406
Durusdinium19937	K00898
Durusdinium74918	K01881
Durusdinium1402	K03929
Durusdinium79052	K13107
Durusdinium25497	K02731
Durusdinium29236	K00330
Durusdinium61545	K04515
Durusdinium88172	K11251
Durusdinium95686	K15335
Durusdinium7401	K00908
Durusdinium3448	K10380
Durusdinium38181	K10408
Durusdinium85728	K23886
Durusdinium2779	K09518
Durusdinium87906	K16755
Durusdinium72036	K20032
Durusdinium28234	K05016
Durusdinium60251	K04843
Durusdinium42461	K03061
Durusdinium56922	K18466
Durusdinium10694	K24764
Durusdinium3239	K21440
Durusdinium95865	K01046
Durusdinium14391	K06058
Durusdinium28877	K04688
Durusdinium66672	K05665
Durusdinium1685	K01076
Durusdinium19670	K03417
Durusdinium73240	K07507
Durusdinium105652	K15779
Durusdinium20387	K09580
Durusdinium11500	K08869
Durusdinium110389	K25900
Durusdinium49482	K01379
Durusdinium9034	K00710
Durusdinium85214	K10252
Durusdinium22209	K14966
Durusdinium19741	K00963
Durusdinium68891	K10411
Durusdinium10509	K09667
Durusdinium106607	K04841
Durusdinium63559	K00812
Durusdinium4816	K00700
Durusdinium94792	K06941
Durusdinium1516	K05863
Durusdinium99746	K06867
Durusdinium97979	K04905
Durusdinium25965	K01265
Durusdinium39646	K13758
Durusdinium107390	K00227
Durusdinium28331	K12132
Durusdinium13047	K01456
Durusdinium95337	K18752
Durusdinium90792	K01811
Durusdinium1968	K06180
Durusdinium2884	K09456
Durusdinium53765	K22824
Durusdinium1771	K16726
Durusdinium24202	K10380
Durusdinium12027	K11593
Durusdinium60257	K04348
Durusdinium4792	K25441
Durusdinium754	K09884
Durusdinium12155	K07305
Durusdinium3183	K12472
Durusdinium12926	K11841
Durusdinium48704	K05841
Durusdinium3041	K03006
Durusdinium74655	K15085
Durusdinium84588	K10582
Durusdinium31927	K20280
Durusdinium95744	K09553
Durusdinium28384	K06176
Durusdinium94694	K04842
Durusdinium64106	K20242
Durusdinium94727	K20280
Durusdinium15950	K00476
Durusdinium95598	K01893
Durusdinium51034	K10380
Durusdinium48240	K08790
Durusdinium85110	K10442
Durusdinium12763	K10380
Durusdinium7093	K10380
Durusdinium13389	K00612
Durusdinium25242	K10747
Durusdinium108486	K14832
Durusdinium96910	K19757
Durusdinium99972	K24348
Durusdinium65180	K10396
Durusdinium108083	K00327
Durusdinium50542	K00052
Durusdinium105175	K00963
Durusdinium66432	K17262
Durusdinium5750	K08914
Durusdinium20321	K07893
Durusdinium1122	K08596
Durusdinium95166	K10589
Durusdinium100645	K24764
Durusdinium86136	K22503
Durusdinium71692	K13211
Durusdinium14020	K00476
Durusdinium72331	K00641
Durusdinium97253	K13412
Durusdinium40387	K03088
Durusdinium6491	K15505
Durusdinium63550	K20029
Durusdinium112832	K00059
Durusdinium22464	K10569
Durusdinium341	K10380
Durusdinium9073	K06826
Durusdinium86990	K02520
Durusdinium72612	K12132
Durusdinium100588	K24971
Durusdinium5734	K00873
Durusdinium995	K10407
Durusdinium2119	K10407
Durusdinium13965	K07376
Durusdinium95334	K00922
Durusdinium29395	K00575
Durusdinium21300	K14079
Durusdinium83073	K19787
Durusdinium14275	K13679
Durusdinium89852	K10365
Durusdinium21166	K22857
Durusdinium20095	K13806
Durusdinium12621	K22377
Durusdinium67038	K00605
Durusdinium82693	K10380
Durusdinium73630	K13289
Durusdinium15375	K21813
Durusdinium15328	K21440
Durusdinium16293	K24737
Durusdinium61432	K01866
Durusdinium8856	K04774
Durusdinium19656	K22372
Durusdinium25701	K00604
Durusdinium14862	K12348
Durusdinium55002	K02888
Durusdinium108885	K11981
Durusdinium83736	K10365
Durusdinium84504	K00079
Durusdinium108154	K09166
Durusdinium95951	K10799
Durusdinium84175	K15378
Durusdinium75363	K01382
Durusdinium8062	K04936
Durusdinium32506	K08711
Durusdinium19439	K25656
Durusdinium30966	K10380
Durusdinium3052	K22696
Durusdinium94872	K01802
Durusdinium95038	K13412
Durusdinium9827	K11204
Durusdinium8429	K23330
Durusdinium42822	K12608
Durusdinium59845	K01299
Durusdinium2847	K00558
Durusdinium22990	K08869
Durusdinium108847	K01082
Durusdinium109499	K02606
Durusdinium20679	K17964
Durusdinium23732	K14338
Durusdinium8726	K12167
Durusdinium73430	K03853
Durusdinium45971	K10406
Durusdinium73672	K00128
Durusdinium24917	K13755
Durusdinium97826	K13125
Durusdinium4905	K00452
Durusdinium45296	K00726
Durusdinium769	K22128
Durusdinium4426	K15377
Durusdinium108494	K19953
Durusdinium462	K15521
Durusdinium5408	K10632
Durusdinium13671	K19603
Durusdinium11427	K19219
Durusdinium107109	K10380
Durusdinium12706	K00008
Durusdinium73190	K00874
Durusdinium9544	K01799
Durusdinium3167	K00463
Durusdinium22595	K04459
Durusdinium96409	K02876
Durusdinium21902	K11426
Durusdinium12404	K00500
Durusdinium83932	K17914
Durusdinium42875	K03251
Durusdinium8228	K04886
Durusdinium95780	K01190
Durusdinium13947	K22763
Durusdinium14811	K08676
Durusdinium26799	K09667
Durusdinium60608	K11744
Durusdinium7945	K00472
Durusdinium11189	K10569
Durusdinium19034	K05894
Durusdinium77946	K10865
Durusdinium10462	K04951
Durusdinium4882	K00940
Durusdinium83910	K11980
Durusdinium12014	K08073
Durusdinium5612	K25450
Durusdinium107884	K03249
Durusdinium108625	K10380
Durusdinium8605	K11855
Durusdinium72229	K04771
Durusdinium17305	K06867
Durusdinium50568	K09522
Durusdinium19829	K01816
Durusdinium86894	K22074
Durusdinium33692	K13024
Durusdinium3981	K12837
Durusdinium98058	K12492
Durusdinium83259	K12852
Durusdinium17166	K03130
Durusdinium17070	K00615
Durusdinium103	K22763
Durusdinium74497	K17508
Durusdinium31690	K01630
Durusdinium39890	K01669
Durusdinium113278	K00688
Durusdinium53458	K01190
Durusdinium84104	K04487
Durusdinium107084	K16289
Durusdinium10765	K25895
Durusdinium71604	K13412
Durusdinium48720	K03438
Durusdinium17376	K22138
Durusdinium87328	K14297
Durusdinium8756	K07874
Durusdinium15972	K01768
Durusdinium74603	K00804
Durusdinium5774	K08246
Durusdinium18086	K18749
Durusdinium29381	K24729
Durusdinium86003	K00655
Durusdinium18528	K10380
Durusdinium95979	K03363
Durusdinium2948	K02699
Durusdinium76206	K06911
Durusdinium24188	K01527
Durusdinium87390	K03686
Durusdinium33914	K02087
Durusdinium60260	K08869
Durusdinium15308	K13444
Durusdinium83515	K13026
Durusdinium107841	K15191
Durusdinium22091	K10773
Durusdinium20481	K14207
Durusdinium21410	K00939
Durusdinium72121	K10756
Durusdinium60811	K04849
Durusdinium81167	K02908
Durusdinium25832	K20151
Durusdinium729	K11594
Durusdinium63605	K15734
Durusdinium72213	K15015
Durusdinium73399	K13207
Durusdinium110492	K23424
Durusdinium10304	K02371
Durusdinium75948	K10595
Durusdinium40	K13412
Durusdinium13065	K13412
Durusdinium96244	K14682
Durusdinium3370	K05841
Durusdinium6071	K01135
Durusdinium112148	K24780
Durusdinium14954	K23151
Durusdinium16544	K18342
Durusdinium10636	K15032
Durusdinium83468	K01519
Durusdinium5545	K12840
Durusdinium10781	K14846
Durusdinium4334	K10380
Durusdinium25779	K16281
Durusdinium101369	K03040
Durusdinium2362	K17943
Durusdinium31042	K13342
Durusdinium61408	K21440
Durusdinium19264	K10134
Durusdinium72679	K01768
Durusdinium16925	K02977
Durusdinium73567	K01751
Durusdinium9054	K00726
Durusdinium97070	K02183
Durusdinium57476	K06959
Durusdinium109216	K08189
Durusdinium71752	K07583
Durusdinium22179	K04834
Durusdinium60028	K20032
Durusdinium8860	K00547
Durusdinium96221	K01885
Durusdinium8603	K01733
Durusdinium71596	K05657
Durusdinium10864	K14079
Durusdinium72949	K12827
Durusdinium8433	K16675
Durusdinium52144	K15033
Durusdinium110776	K10380
Durusdinium42711	K04088
Durusdinium49635	K15175
Durusdinium78897	K21806
Durusdinium20183	K04840
Durusdinium24270	K05884
Durusdinium6625	K00797
Durusdinium7565	K07151
Durusdinium62890	K22866
Durusdinium85913	K04638
Durusdinium2729	K02955
Durusdinium86023	K02433
Durusdinium83584	K10359
Durusdinium86728	K15668
Durusdinium74478	K19801
Durusdinium69273	K20607
Durusdinium1178	K23424
Durusdinium83532	K25470
Durusdinium12073	K22754
Durusdinium102082	K12815
Durusdinium53020	K00658
Durusdinium1664	K11209
Durusdinium48531	K10380
Durusdinium83302	K04854
Durusdinium21163	K16219
Durusdinium6329	K10391
Durusdinium56021	K00472
Durusdinium98115	K16911
Durusdinium4757	K14570
Durusdinium81807	K11143
Durusdinium19352	K08738
Durusdinium96202	K25458
Durusdinium85653	K23490
Durusdinium20972	K19755
Durusdinium97783	K05389
Durusdinium33839	K19477
Durusdinium68456	K10417
Durusdinium107621	K12132
Durusdinium66602	K03013
Durusdinium17845	K15032
Durusdinium61771	K17497
Durusdinium76560	K14165
Durusdinium101470	K11721
Durusdinium13624	K21803
Durusdinium76610	K10595
Durusdinium79042	K00059
Durusdinium85697	K17732
Durusdinium9396	K04905
Durusdinium60151	K22698
Durusdinium71535	K05349
Durusdinium11842	K21440
Durusdinium762	K23994
Durusdinium95586	K12200
Durusdinium96298	K01687
Durusdinium5303	K08069
Durusdinium23148	K01437
Durusdinium52338	K03686
Durusdinium2023	K02882
Durusdinium63463	K14347
Durusdinium23627	K03834
Durusdinium99658	K14427
Durusdinium42813	K17506
Durusdinium20690	K00612
Durusdinium96906	K05546
Durusdinium7643	K21989
Durusdinium96145	K12598
Durusdinium109120	K01338
Durusdinium60531	K12392
Durusdinium86149	K13348
Durusdinium1194	K03579
Durusdinium85115	K16219
Durusdinium14170	K15287
Durusdinium2655	K17914
Durusdinium51533	K02880
Durusdinium73555	K19947
Durusdinium4041	K01358
Durusdinium26675	K12567
Durusdinium71997	K04986
Durusdinium83767	K01551
Durusdinium470	K11407
Durusdinium31456	K08490
Durusdinium10874	K09513
Durusdinium2198	K11863
Durusdinium84166	K08869
Durusdinium94917	K00958
Durusdinium18218	K00122
Durusdinium12577	K04905
Durusdinium17550	K22133
Durusdinium12463	K06180
Durusdinium74363	K15687
Durusdinium15910	K09586
Durusdinium21865	K01758
Durusdinium13763	K05794
Durusdinium12528	K09250
Durusdinium99714	K04498
Durusdinium3286	K01178
Durusdinium7365	K19360
Durusdinium1453	K13761
Durusdinium7186	K16470
Durusdinium26220	K04990
Durusdinium107707	K08803
Durusdinium106716	K16345
Durusdinium84874	K21442
Durusdinium6963	K07456
Durusdinium2934	K14950
Durusdinium71523	K08678
Durusdinium73226	K10629
Durusdinium72769	K11978
Durusdinium8482	K01950
Durusdinium95911	K00615
Durusdinium85850	K08857
Durusdinium27548	K06173
Durusdinium94856	K09578
Durusdinium11790	K09553
Durusdinium16455	K06179
Durusdinium575	K01915
Durusdinium20890	K06877
Durusdinium109688	K04507
Durusdinium63261	K05692
Durusdinium72815	K00464
Durusdinium73615	K04460
Durusdinium28697	K02897
Durusdinium9589	K19225
Durusdinium4131	K01510
Durusdinium10108	K11594
Durusdinium87219	K23387
Durusdinium18215	K13717
Durusdinium20128	K07002
Durusdinium45791	K11784
Durusdinium52427	K05812
Durusdinium22374	K15109
Durusdinium44812	K00382
Durusdinium98655	K00967
Durusdinium63656	K01969
Durusdinium12653	K06180
Durusdinium11618	K04125
Durusdinium24442	K04460
Durusdinium10542	K08769
Durusdinium94809	K17893
Durusdinium74745	K20715
Durusdinium23678	K11416
Durusdinium11341	K03235
Durusdinium85193	K21064
Durusdinium23743	K13611
Durusdinium86129	K19600
Durusdinium95706	K04908
Durusdinium22211	K07953
Durusdinium108611	K03327
Durusdinium21125	K14165
Durusdinium18126	K12836
Durusdinium53401	K00382
Durusdinium13771	K06276
Durusdinium50838	K15423
Durusdinium50392	K14442
Durusdinium48881	K03327
Durusdinium72788	K12823
Durusdinium5278	K23490
Durusdinium10498	K06948
Durusdinium86097	K00814
Durusdinium69510	K20405
Durusdinium47580	K06180
Durusdinium6760	K17570
Durusdinium51212	K08341
Durusdinium10127	K22745
Durusdinium116845	K01581
Durusdinium50222	K15731
Durusdinium793	K16546
Durusdinium88653	K03783
Durusdinium104920	K06942
Durusdinium60125	K00382
Durusdinium101389	K00859
Durusdinium62935	K08803
Durusdinium43662	K12132
Durusdinium3441	K11136
Durusdinium14111	K00228
Durusdinium106795	K01076
Durusdinium5991	K06130
Durusdinium30789	K19682
Durusdinium61283	K12447
Durusdinium2770	K10357
Durusdinium84581	K14556
Durusdinium16151	K17300
Durusdinium106689	K05643
Durusdinium6845	K08796
Durusdinium10169	K03686
Durusdinium50234	K20367
Durusdinium83294	K01110
Durusdinium115550	K15287
Durusdinium64509	K20216
Durusdinium1642	K02872
Durusdinium74758	K11130
Durusdinium93773	K14026
Durusdinium90225	K11654
Durusdinium76746	K12604
Durusdinium7339	K10380
Durusdinium86888	K17499
Durusdinium85100	K03066
Durusdinium49324	K02433
Durusdinium23020	K00635
Durusdinium18786	K08711
Durusdinium15778	K22857
Durusdinium7629	K09843
Durusdinium4892	K19025
Durusdinium74552	K01648
Durusdinium108113	K20028
Durusdinium83686	K08727
Durusdinium81397	K08495
Durusdinium55017	K23544
Durusdinium9366	K09523
Durusdinium19734	K03434
Durusdinium3975	K00942
Durusdinium63	K00057
Durusdinium2407	K11584
Durusdinium53713	K10203
Durusdinium1073	K17710
Durusdinium2749	K21440
Durusdinium16612	K18710
Durusdinium77335	K01115
Durusdinium84264	K01210
Durusdinium75019	K02607
Durusdinium13205	K15275
Durusdinium73687	K00556
Durusdinium21691	K00901
Durusdinium108527	K10392
Durusdinium45233	K04498
Durusdinium90556	K19758
Durusdinium83818	K11857
Durusdinium733	K10380
Durusdinium23163	K06901
Durusdinium73798	K17777
Durusdinium84425	K00002
Durusdinium95437	K04909
Durusdinium86534	K15045
Durusdinium1202	K04078
Durusdinium76516	K14312
Durusdinium62906	K14835
Durusdinium18648	K08994
Durusdinium97206	K03031
Durusdinium3356	K23379
Durusdinium27985	K15922
Durusdinium5681	K01673
Durusdinium34432	K06228
Durusdinium39386	K16692
Durusdinium96671	K01676
Durusdinium1188	K10407
Durusdinium95045	K01534
Durusdinium34635	K03097
Durusdinium54501	K20303
Durusdinium91738	K18663
Durusdinium75580	K17710
Durusdinium21598	K17710
Durusdinium100401	K11420
Durusdinium15388	K08869
Durusdinium18071	K00820
Durusdinium37841	K07305
Durusdinium1647	K16264
Durusdinium61570	K10594
Durusdinium74284	K00465
Durusdinium621	K23490
Durusdinium109482	K17794
Durusdinium83240	K16302
Durusdinium75856	K05681
Durusdinium36932	K03088
Durusdinium15843	K05656
Durusdinium21500	K01969
Durusdinium843	K08193
Durusdinium106599	K04609
Durusdinium6824	K13411
Durusdinium62207	K12581
Durusdinium84112	K19751
Durusdinium64790	K10591
Durusdinium8749	K02639
Durusdinium14578	K21989
Durusdinium101157	K03186
Durusdinium12035	K02377
Durusdinium72051	K01404
Durusdinium7416	K00948
Durusdinium12002	K08827
Durusdinium54446	K03236
Durusdinium36527	K02471
Durusdinium54082	K01940
Durusdinium6515	K03514
Durusdinium97943	K23727
Durusdinium77233	K09571
Durusdinium9201	K08994
Durusdinium87260	K11254
Durusdinium64445	K20301
Durusdinium85733	K00545
Durusdinium32003	K00341
Durusdinium5489	K03462
Durusdinium64396	K07240
Durusdinium107773	K00992
Durusdinium10328	K13248
Durusdinium16579	K06269
Durusdinium2596	K23555
Durusdinium87041	K02910
Durusdinium49620	K08292
Durusdinium95198	K04855
Durusdinium10820	K04604
Durusdinium89226	K14411
Durusdinium14707	K10475
Durusdinium20751	K04955
Durusdinium48432	K01148
Durusdinium8479	K17341
Durusdinium54309	K21806
Durusdinium11016	K06639
Durusdinium38843	K25182
Durusdinium25054	K14993
Durusdinium23220	K10380
Durusdinium115080	K03027
Durusdinium18237	K00816
Durusdinium60147	K17686
Durusdinium89788	K07935
Durusdinium12088	K09490
Durusdinium63479	K03064
Durusdinium99083	K11090
Durusdinium61631	K11717
Durusdinium85342	K03798
Durusdinium27496	K22048
Durusdinium339	K07238
Durusdinium364	K11170
Durusdinium7387	K07432
Durusdinium51594	K03885
Durusdinium101290	K04649
Durusdinium22906	K10799
Durusdinium28304	K16055
Durusdinium57022	K01530
Durusdinium72356	K13171
Durusdinium72387	K04771
Durusdinium5103	K07375
Durusdinium6591	K06180
Durusdinium73662	K02959
Durusdinium107384	K17341
Durusdinium107156	K05216
Durusdinium3255	K10380
Durusdinium3766	K01768
Durusdinium27954	K14850
Durusdinium98273	K00550
Durusdinium19205	K08994
Durusdinium22443	K09843
Durusdinium23242	K23334
Durusdinium44532	K00432
Durusdinium15284	K13412
Durusdinium17724	K10457
Durusdinium70995	K17065
Durusdinium107848	K23490
Durusdinium83591	K01682
Durusdinium4213	K04957
Durusdinium76567	K10408
Durusdinium66484	K08832
Durusdinium13252	K21806
Durusdinium84147	K19753
Durusdinium15878	K10666
Durusdinium22755	K08220
Durusdinium2310	K15047
Durusdinium90385	K00167
Durusdinium6359	K24473
Durusdinium119	K07513
Durusdinium20554	K00472
Durusdinium7901	K07565
Durusdinium48610	K04852
Durusdinium11218	K15986
Durusdinium14240	K23437
Durusdinium6949	K04563
Durusdinium17077	K21805
Durusdinium12681	K09022
Durusdinium66299	K19998
Durusdinium109091	K23531
Durusdinium49046	K17500
Durusdinium73105	K14779
Durusdinium110256	K13412
Durusdinium49861	K07767
Durusdinium21480	K11838
Durusdinium88922	K12199
Durusdinium48425	K04834
Durusdinium84438	K05681
Durusdinium46535	K04798
Durusdinium9621	K05312
Durusdinium19579	K00846
Durusdinium15710	K00344
Durusdinium1430	K04043
Durusdinium3684	K11843
Durusdinium183	K22614
Durusdinium96316	K03325
Durusdinium15858	K03686
Durusdinium98831	K04712
Durusdinium9359	K10706
Durusdinium19533	K04409
Durusdinium111715	K02966
Durusdinium25254	K08844
Durusdinium8945	K00771
Durusdinium52949	K04842
Durusdinium12869	K07407
Durusdinium60945	K06636
Durusdinium3759	K25607
Durusdinium3196	K16818
Durusdinium2134	K10408
Durusdinium54171	K01814
Durusdinium1525	K12460
Durusdinium77308	K00525
Durusdinium4367	K08176
Durusdinium4472	K01408
Durusdinium9205	K19499
Durusdinium1766	K00939
Durusdinium26978	K06269
Durusdinium17791	K04079
Durusdinium72696	K15918
Durusdinium75871	K17726
Durusdinium22512	K10380
Durusdinium15794	K03313
Durusdinium92748	K19751
Durusdinium89676	K08151
Durusdinium72759	K21777
Durusdinium98243	K01408
Durusdinium13167	K01845
Durusdinium73629	K25226
