Ofaveolata267237	K00627
Ofaveolata267205	K10455
Ofaveolata238833	K12757
Ofaveolata260658	K05850
Ofaveolata254748	K04606
Ofaveolata224177	K08375
Ofaveolata268587	K05449
Ofaveolata255741	K19329
Ofaveolata259030	K04239
Ofaveolata247707	K09381
Ofaveolata261704	K24734
Ofaveolata223293	K07917
Ofaveolata264009	K06560
Ofaveolata267021	K08621
Ofaveolata264458	K12172
Ofaveolata264775	K12385
Ofaveolata265759	K01395
Ofaveolata249039	K07497
Ofaveolata253454	K05724
Ofaveolata265107	K22137
Ofaveolata265936	K24469
Ofaveolata265162	K15523
Ofaveolata266612	K21286
Ofaveolata225372	K24431
Ofaveolata250077	K15029
Ofaveolata269396	K13912
Ofaveolata263019	K17044
Ofaveolata265526	K01586
Ofaveolata265440	K06630
Ofaveolata264348	K10405
Ofaveolata265652	K10609
Ofaveolata250854	K10348
Ofaveolata262725	K18763
Ofaveolata140883	K24098
Ofaveolata253100	K21772
Ofaveolata263184	K24893
Ofaveolata236237	K08601
Ofaveolata255276	K06013
Ofaveolata267588	K22656
Ofaveolata264779	K05122
Ofaveolata264205	K08463
Ofaveolata237542	K17414
Ofaveolata240765	K04513
Ofaveolata162186	K11275
Ofaveolata259440	K06711
Ofaveolata264527	K19998
Ofaveolata259149	K17595
Ofaveolata265734	K19863
Ofaveolata257379	K13128
Ofaveolata245822	K04253
Ofaveolata170070	K04393
Ofaveolata263631	K08132
Ofaveolata263913	K01444
Ofaveolata250898	K13207
Ofaveolata268124	K13807
Ofaveolata171800	K05692
Ofaveolata234977	K17458
Ofaveolata247615	K15274
Ofaveolata262327	K19944
Ofaveolata261794	K08132
Ofaveolata258096	K24338
Ofaveolata257349	K00022
Ofaveolata265232	K00432
Ofaveolata3729242	K13871
Ofaveolata260765	K17427
Ofaveolata261333	K01027
Ofaveolata253403	K16312
Ofaveolata253869	K17781
Ofaveolata267614	K20826
Ofaveolata252852	K18669
Ofaveolata240017	K06180
Ofaveolata257452	K08202
Ofaveolata2144724	K07497
Ofaveolata142816	K07885
Ofaveolata264079	K24646
Ofaveolata1443439	K24338
Ofaveolata254702	K03652
Ofaveolata1539983	K06774
Ofaveolata206492	K09324
Ofaveolata254039	K24835
Ofaveolata81414	K11253
Ofaveolata258447	K10266
Ofaveolata252556	K01724
Ofaveolata265084	K24469
Ofaveolata250715	K02163
Ofaveolata1546275	K05673
Ofaveolata264627	K10532
Ofaveolata262476	K08592
Ofaveolata253864	K23893
Ofaveolata269213	K10477
Ofaveolata261208	K00214
Ofaveolata257884	K20072
Ofaveolata269012	K23311
Ofaveolata246987	K11126
Ofaveolata236636	K03209
Ofaveolata238166	K09995
Ofaveolata265585	K09391
Ofaveolata256914	K14354
Ofaveolata253705	K23820
Ofaveolata269585	K17341
Ofaveolata260850	K20800
Ofaveolata257508	K11778
Ofaveolata263075	K02147
Ofaveolata243404	K04145
Ofaveolata241868	K18739
Ofaveolata265605	K10642
Ofaveolata261546	K09228
Ofaveolata1884187	K06724
Ofaveolata266121	K18163
Ofaveolata262952	K03844
Ofaveolata258278	K05741
Ofaveolata250253	K13431
Ofaveolata267223	K13703
Ofaveolata183906	K04565
Ofaveolata166726	K24927
Ofaveolata260503	K10478
Ofaveolata264078	K06754
Ofaveolata267892	K09667
Ofaveolata267907	K10369
Ofaveolata267827	K16639
Ofaveolata235480	K04830
Ofaveolata242132	K03083
Ofaveolata251469	K17341
Ofaveolata255697	K00789
Ofaveolata254712	K09360
Ofaveolata255768	K24431
Ofaveolata242892	K11338
Ofaveolata268082	K15013
Ofaveolata264931	K14347
Ofaveolata269239	K07767
Ofaveolata263876	K01017
Ofaveolata162188	K02183
Ofaveolata209786	K00933
Ofaveolata264141	K17409
Ofaveolata265247	K04286
Ofaveolata251054	K19009
Ofaveolata266559	K12796
Ofaveolata146442	K09405
Ofaveolata266322	K20307
Ofaveolata266925	K14589
Ofaveolata268018	K05094
Ofaveolata254446	K03438
Ofaveolata265125	K22803
Ofaveolata191713	K01251
Ofaveolata255527	K03768
Ofaveolata113268	K02865
Ofaveolata241933	K14846
Ofaveolata255327	K19788
Ofaveolata264774	K14790
Ofaveolata161961	K23837
Ofaveolata243480	K09256
Ofaveolata219251	K23342
Ofaveolata247575	K05126
Ofaveolata248905	K10380
Ofaveolata263788	K00231
Ofaveolata213234	K01769
Ofaveolata266463	K07203
Ofaveolata166868	K24431
Ofaveolata210969	K00072
Ofaveolata237932	K00461
Ofaveolata250859	K04798
Ofaveolata266300	K21767
Ofaveolata243045	K14443
Ofaveolata248204	K10277
Ofaveolata261648	K08184
Ofaveolata266594	K09098
Ofaveolata266706	K24901
Ofaveolata267308	K08291
Ofaveolata257190	K04162
Ofaveolata268375	K04984
Ofaveolata227782	K01135
Ofaveolata247182	K21439
Ofaveolata268953	K06058
Ofaveolata258519	K12389
Ofaveolata266628	K17509
Ofaveolata255998	K06795
Ofaveolata217723	K21440
Ofaveolata3070348	K14735
Ofaveolata262830	K09489
Ofaveolata226146	K16466
Ofaveolata264983	K18086
Ofaveolata262286	K03351
Ofaveolata244059	K09495
Ofaveolata250941	K11997
Ofaveolata236490	K19902
Ofaveolata253824	K00477
Ofaveolata268502	K08187
Ofaveolata265984	K21440
Ofaveolata215422	K04830
Ofaveolata247886	K04134
Ofaveolata261678	K08734
Ofaveolata263511	K11653
Ofaveolata266693	K12613
Ofaveolata231344	K17494
Ofaveolata269109	K05858
Ofaveolata1227332	K04592
Ofaveolata263243	K05940
Ofaveolata265943	K14824
Ofaveolata261276	K04253
Ofaveolata267254	K04968
Ofaveolata264198	K10316
Ofaveolata263322	K18629
Ofaveolata162090	K03939
Ofaveolata42228	K24431
Ofaveolata75989	K05673
Ofaveolata268325	K08465
Ofaveolata269814	K08132
Ofaveolata259852	K11204
Ofaveolata262431	K11364
Ofaveolata212876	K04233
Ofaveolata78105	K04223
Ofaveolata264427	K04994
Ofaveolata265278	K08076
Ofaveolata257529	K13118
Ofaveolata267647	K05125
Ofaveolata268542	K17686
Ofaveolata251970	K13206
Ofaveolata266526	K03165
Ofaveolata267610	K16463
Ofaveolata192832	K02256
Ofaveolata258633	K14529
Ofaveolata268806	K16584
Ofaveolata261665	K18622
Ofaveolata253227	K01047
Ofaveolata13786	K07375
Ofaveolata26737	K06753
Ofaveolata253751	K12818
Ofaveolata267141	K08871
Ofaveolata252249	K16781
Ofaveolata262195	K01204
Ofaveolata216477	K11253
Ofaveolata268662	K05691
Ofaveolata257677	K10365
Ofaveolata235455	K02725
Ofaveolata258881	K12475
Ofaveolata263412	K02184
Ofaveolata268802	K01020
Ofaveolata239443	K09633
Ofaveolata253546	K23912
Ofaveolata267950	K17345
Ofaveolata268422	K08834
Ofaveolata113477	K03768
Ofaveolata1024544	K19363
Ofaveolata268319	K08855
Ofaveolata258489	K08799
Ofaveolata265637	K04811
Ofaveolata265155	K10765
Ofaveolata265670	K07436
Ofaveolata266866	K06255
Ofaveolata104740	K10394
Ofaveolata262084	K24386
Ofaveolata263453	K11253
Ofaveolata253926	K07497
Ofaveolata269325	K11445
Ofaveolata263067	K00261
Ofaveolata269305	K11840
Ofaveolata255401	K04145
Ofaveolata263191	K15144
Ofaveolata256851	K06943
Ofaveolata266481	K23552
Ofaveolata268993	K12614
Ofaveolata258955	K15728
Ofaveolata259810	K04459
Ofaveolata268480	K14553
Ofaveolata246554	K19491
Ofaveolata246365	K24934
Ofaveolata256482	K10642
Ofaveolata80527	K03363
Ofaveolata254562	K00999
Ofaveolata269874	K01802
Ofaveolata245506	K09089
Ofaveolata263253	K15109
Ofaveolata221560	K17800
Ofaveolata268889	K16669
Ofaveolata268534	K09608
Ofaveolata244278	K05208
Ofaveolata244128	K08375
Ofaveolata265199	K19371
Ofaveolata256370	K22470
Ofaveolata259539	K08465
Ofaveolata262923	K03173
Ofaveolata267078	K24964
Ofaveolata265650	K23203
Ofaveolata217393	K06252
Ofaveolata266773	K23960
Ofaveolata268682	K19199
Ofaveolata196470	K01310
Ofaveolata1656019	K02973
Ofaveolata255317	K09637
Ofaveolata259328	K11158
Ofaveolata267632	K11436
Ofaveolata260584	K11887
Ofaveolata262604	K17918
Ofaveolata266378	K00472
Ofaveolata269141	K15192
Ofaveolata249330	K06270
Ofaveolata267532	K11536
Ofaveolata268599	K23223
Ofaveolata256401	K04285
Ofaveolata253516	K08036
Ofaveolata268600	K16524
Ofaveolata260693	K07440
Ofaveolata260250	K10755
Ofaveolata250787	K15538
Ofaveolata259859	K03439
Ofaveolata256703	K14797
Ofaveolata262367	K24971
Ofaveolata236590	K08375
Ofaveolata252699	K21283
Ofaveolata260932	K17890
Ofaveolata162273	K12890
Ofaveolata246869	K14753
Ofaveolata263043	K04662
Ofaveolata252060	K01394
Ofaveolata269285	K02927
Ofaveolata265040	K09228
Ofaveolata262391	K01372
Ofaveolata779209	K13126
Ofaveolata263821	K11108
Ofaveolata260799	K09848
Ofaveolata263812	K22390
Ofaveolata257719	K20309
Ofaveolata266710	K09275
Ofaveolata268171	K09608
Ofaveolata235799	K18179
Ofaveolata262541	K15734
Ofaveolata269225	K22869
Ofaveolata266157	K02513
Ofaveolata267583	K08844
Ofaveolata257097	K23958
Ofaveolata263768	K08836
Ofaveolata257646	K18496
Ofaveolata269366	K24050
Ofaveolata268102	K12817
Ofaveolata269203	K14772
Ofaveolata250162	K03417
Ofaveolata258896	K09227
Ofaveolata267415	K17548
Ofaveolata263860	K07497
Ofaveolata241068	K10611
Ofaveolata246629	K15279
Ofaveolata256488	K08658
Ofaveolata262839	K18660
Ofaveolata256757	K11323
Ofaveolata260617	K20818
Ofaveolata142434	K02927
Ofaveolata240896	K20135
Ofaveolata2551006	K11275
Ofaveolata256124	K17989
Ofaveolata211396	K17253
Ofaveolata268509	K16458
Ofaveolata262917	K23257
Ofaveolata224129	K04682
Ofaveolata261799	K09193
Ofaveolata258180	K05106
Ofaveolata254847	K21862
Ofaveolata259885	K22991
Ofaveolata267128	K11517
Ofaveolata265348	K08834
Ofaveolata266176	K17341
Ofaveolata261853	K11293
Ofaveolata268877	K14317
Ofaveolata156645	K04988
Ofaveolata259332	K11141
Ofaveolata262966	K09459
Ofaveolata198625	K08385
Ofaveolata260717	K17577
Ofaveolata251491	K18403
Ofaveolata127881	K00697
Ofaveolata257197	K13912
Ofaveolata244556	K12329
Ofaveolata263583	K23643
Ofaveolata251163	K09230
Ofaveolata241075	K07375
Ofaveolata265969	K05236
Ofaveolata265959	K03254
Ofaveolata268702	K04679
Ofaveolata268493	K13133
Ofaveolata266253	K06754
Ofaveolata259008	K12893
Ofaveolata267619	K13780
Ofaveolata253585	K23929
Ofaveolata263944	K03929
Ofaveolata249276	K08621
Ofaveolata1644242	K11252
Ofaveolata269541	K15259
Ofaveolata261210	K01301
Ofaveolata267701	K05313
Ofaveolata265071	K08202
Ofaveolata268765	K04533
Ofaveolata251771	K14765
Ofaveolata264412	K04967
Ofaveolata265553	K04224
Ofaveolata253785	K04150
Ofaveolata264668	K04606
Ofaveolata252105	K06054
Ofaveolata263741	K17341
Ofaveolata264676	K16896
Ofaveolata264560	K16857
Ofaveolata267019	K19511
Ofaveolata239715	K04450
Ofaveolata246914	K10397
Ofaveolata266912	K00546
Ofaveolata248646	K07374
Ofaveolata266021	K20067
Ofaveolata268429	K05502
Ofaveolata260593	K15014
Ofaveolata234826	K04285
Ofaveolata59793	K05181
Ofaveolata269164	K10645
Ofaveolata265634	K15261
Ofaveolata262260	K15027
Ofaveolata194323	K19023
Ofaveolata268510	K21879
Ofaveolata245263	K17690
Ofaveolata250884	K02260
Ofaveolata268913	K24813
Ofaveolata236678	K09336
Ofaveolata206666	K02147
Ofaveolata247347	K12035
Ofaveolata268580	K20053
Ofaveolata264145	K08622
Ofaveolata268794	K18405
Ofaveolata261836	K13577
Ofaveolata264350	K22125
Ofaveolata243776	K04306
Ofaveolata245441	K04368
Ofaveolata267887	K24436
Ofaveolata265448	K13049
Ofaveolata264934	K20899
Ofaveolata253983	K05759
Ofaveolata264480	K23092
Ofaveolata264424	K12169
Ofaveolata266700	K20655
Ofaveolata251552	K11150
Ofaveolata266222	K23588
Ofaveolata266523	K00757
Ofaveolata256556	K04824
Ofaveolata264718	K06532
Ofaveolata260419	K07435
Ofaveolata265679	K16460
Ofaveolata256681	K16749
Ofaveolata254085	K24632
Ofaveolata216930	K03032
Ofaveolata269551	K04615
Ofaveolata263815	K25058
Ofaveolata248216	K23733
Ofaveolata268226	K11997
Ofaveolata1264984	K04255
Ofaveolata48977	K10443
Ofaveolata265502	K12841
Ofaveolata246786	K00681
Ofaveolata269536	K06267
Ofaveolata241293	K04160
Ofaveolata263159	K14319
Ofaveolata254093	K02561
Ofaveolata259746	K08956
Ofaveolata261573	K01077
Ofaveolata226276	K05125
Ofaveolata231059	K07855
Ofaveolata257738	K04135
Ofaveolata268204	K20008
Ofaveolata231493	K01022
Ofaveolata249142	K06753
Ofaveolata254017	K07375
Ofaveolata261806	K11989
Ofaveolata229083	K18663
Ofaveolata268812	K05034
Ofaveolata263205	K11801
Ofaveolata251648	K07497
Ofaveolata250358	K10149
Ofaveolata250301	K23565
Ofaveolata257114	K07497
Ofaveolata260941	K05123
Ofaveolata267720	K24931
Ofaveolata257912	K05607
Ofaveolata250983	K14258
Ofaveolata262825	K06793
Ofaveolata280762	K03262
Ofaveolata261529	K14856
Ofaveolata248456	K10457
Ofaveolata265277	K14006
Ofaveolata242755	K09584
Ofaveolata261035	K07767
Ofaveolata269333	K00915
Ofaveolata263421	K15255
Ofaveolata255796	K01019
Ofaveolata269139	K13983
Ofaveolata263091	K07048
Ofaveolata268939	K04421
Ofaveolata263524	K25004
Ofaveolata268065	K17307
Ofaveolata269369	K25358
Ofaveolata256091	K24824
Ofaveolata257063	K10169
Ofaveolata267875	K07375
Ofaveolata13180	K07497
Ofaveolata261193	K01136
Ofaveolata250867	K01415
Ofaveolata264652	K14009
Ofaveolata260669	K08886
Ofaveolata269678	K06252
Ofaveolata258675	K23424
Ofaveolata256782	K17751
Ofaveolata16636	K04923
Ofaveolata261693	K10349
Ofaveolata258108	K20100
Ofaveolata267200	K07380
Ofaveolata259317	K01922
Ofaveolata266660	K14549
Ofaveolata265516	K04416
Ofaveolata253327	K11594
Ofaveolata258736	K08770
Ofaveolata265908	K02154
Ofaveolata264902	K17593
Ofaveolata241812	K08375
Ofaveolata264557	K09216
Ofaveolata258666	K19365
Ofaveolata3785890	K06115
Ofaveolata1303758	K05126
Ofaveolata258310	K04266
Ofaveolata261157	K06766
Ofaveolata263368	K02433
Ofaveolata262118	K14411
Ofaveolata219087	K16342
Ofaveolata3028685	K04988
Ofaveolata265130	K07497
Ofaveolata260628	K21841
Ofaveolata259234	K10773
Ofaveolata261186	K19511
Ofaveolata264802	K14613
Ofaveolata260760	K20630
Ofaveolata247567	K21440
Ofaveolata258591	K24936
Ofaveolata240810	K03332
Ofaveolata254029	K07374
Ofaveolata264231	K01868
Ofaveolata266421	K06631
Ofaveolata264252	K12021
Ofaveolata248029	K06558
Ofaveolata269146	K23949
Ofaveolata263825	K16803
Ofaveolata238582	K04201
Ofaveolata261818	K04507
Ofaveolata268520	K00512
Ofaveolata254694	K10632
Ofaveolata252832	K09229
Ofaveolata262586	K08592
Ofaveolata275195	K09083
Ofaveolata237735	K09568
Ofaveolata258857	K24095
Ofaveolata155983	K08193
Ofaveolata1677091	K04193
Ofaveolata268586	K18060
Ofaveolata255598	K11413
Ofaveolata252119	K09553
Ofaveolata140629	K05350
Ofaveolata267425	K24869
Ofaveolata268099	K04911
Ofaveolata267716	K11853
Ofaveolata257567	K04828
Ofaveolata95651	K17341
Ofaveolata215389	K02734
Ofaveolata267500	K01810
Ofaveolata235100	K03909
Ofaveolata236245	K12867
Ofaveolata261946	K07206
Ofaveolata266544	K04905
Ofaveolata250995	K12670
Ofaveolata221915	K18587
Ofaveolata266538	K14834
Ofaveolata247902	K19619
Ofaveolata257819	K13119
Ofaveolata265147	K24729
Ofaveolata248518	K07611
Ofaveolata228598	K09317
Ofaveolata258614	K15456
Ofaveolata266208	K24610
Ofaveolata257714	K04142
Ofaveolata256560	K19758
Ofaveolata243331	K22614
Ofaveolata258412	K00012
Ofaveolata269116	K14772
Ofaveolata257231	K15135
Ofaveolata257335	K12231
Ofaveolata259193	K12741
Ofaveolata258305	K09594
Ofaveolata265633	K04512
Ofaveolata266819	K01444
Ofaveolata269423	K03174
Ofaveolata251218	K04266
Ofaveolata223860	K06278
Ofaveolata247157	K06643
Ofaveolata267946	K17914
Ofaveolata266941	K06240
Ofaveolata253030	K10612
Ofaveolata139822	K10808
Ofaveolata265958	K00643
Ofaveolata237487	K04230
Ofaveolata256414	K13212
Ofaveolata268666	K12823
Ofaveolata261223	K02332
Ofaveolata260262	K01179
Ofaveolata267686	K07901
Ofaveolata249033	K09349
Ofaveolata264528	K12035
Ofaveolata257805	K25421
Ofaveolata256272	K08181
Ofaveolata266249	K20042
Ofaveolata213831	K10104
Ofaveolata264667	K08654
Ofaveolata199126	K06278
Ofaveolata251561	K24104
Ofaveolata268473	K06754
Ofaveolata268615	K11857
Ofaveolata3194975	K05312
Ofaveolata271971	K09647
Ofaveolata261992	K11488
Ofaveolata185450	K05692
Ofaveolata269038	K10642
Ofaveolata267931	K11840
Ofaveolata257831	K09103
Ofaveolata208538	K09363
Ofaveolata3992	K05175
Ofaveolata267328	K22865
Ofaveolata268389	K00546
Ofaveolata269514	K24936
Ofaveolata267936	K10683
Ofaveolata268930	K04988
Ofaveolata248815	K11975
Ofaveolata169658	K07374
Ofaveolata243800	K24675
Ofaveolata237167	K24936
Ofaveolata259971	K06560
Ofaveolata391411	K03283
Ofaveolata262104	K24778
Ofaveolata262280	K18463
Ofaveolata258987	K02098
Ofaveolata269446	K06252
Ofaveolata257252	K17689
Ofaveolata267772	K05701
Ofaveolata267470	K12035
Ofaveolata263698	K08810
Ofaveolata256381	K08961
Ofaveolata1355293	K08665
Ofaveolata262148	K08033
Ofaveolata267043	K01303
Ofaveolata259312	K11730
Ofaveolata260447	K03648
Ofaveolata235111	K11594
Ofaveolata269270	K17533
Ofaveolata241891	K01057
Ofaveolata212567	K06630
Ofaveolata233759	K09637
Ofaveolata255466	K00777
Ofaveolata246268	K12021
Ofaveolata245498	K03965
Ofaveolata247044	K00827
Ofaveolata267039	K10457
Ofaveolata253297	K09035
Ofaveolata266490	K04874
Ofaveolata257943	K25421
Ofaveolata267601	K09228
Ofaveolata255549	K20242
Ofaveolata255907	K09490
Ofaveolata113895	K11188
Ofaveolata256303	K23851
Ofaveolata166172	K04829
Ofaveolata257538	K04570
Ofaveolata218005	K09863
Ofaveolata265243	K04978
Ofaveolata261757	K24037
Ofaveolata229722	K09657
Ofaveolata266340	K14688
Ofaveolata254194	K08193
Ofaveolata259784	K02183
Ofaveolata254278	K04593
Ofaveolata219766	K11253
Ofaveolata257178	K06497
Ofaveolata263456	K09880
Ofaveolata268111	K24298
Ofaveolata262857	K10478
Ofaveolata245664	K07232
Ofaveolata260945	K05849
Ofaveolata263021	K14613
Ofaveolata266958	K24835
Ofaveolata252059	K07297
Ofaveolata132416	K02214
Ofaveolata257743	K07050
Ofaveolata253018	K05751
Ofaveolata161956	K17300
Ofaveolata183878	K05692
Ofaveolata257356	K09341
Ofaveolata254256	K05034
Ofaveolata246592	K03255
Ofaveolata268652	K23257
Ofaveolata253809	K01623
Ofaveolata84544	K04138
Ofaveolata251501	K01208
Ofaveolata249915	K03358
Ofaveolata250704	K22939
Ofaveolata211030	K24431
Ofaveolata265317	K00966
Ofaveolata256233	K08202
Ofaveolata258468	K24029
Ofaveolata261350	K24962
Ofaveolata262689	K12616
Ofaveolata261268	K18081
Ofaveolata262813	K10865
Ofaveolata260614	K05673
Ofaveolata163562	K17605
Ofaveolata243079	K07378
Ofaveolata260921	K04224
Ofaveolata259881	K17255
Ofaveolata245962	K05502
Ofaveolata255155	K04266
Ofaveolata269848	K06825
Ofaveolata267180	K00720
Ofaveolata259716	K10417
Ofaveolata263931	K03312
Ofaveolata268861	K18061
Ofaveolata260465	K10478
Ofaveolata244075	K23318
Ofaveolata269836	K15521
Ofaveolata263315	K22614
Ofaveolata240208	K14825
Ofaveolata266549	K24498
Ofaveolata250936	K10478
Ofaveolata268925	K17307
Ofaveolata262174	K04967
Ofaveolata250173	K14860
Ofaveolata248864	K03707
Ofaveolata269573	K06619
Ofaveolata262311	K08683
Ofaveolata883414	K04955
Ofaveolata244136	K04150
Ofaveolata260479	K14376
Ofaveolata225999	K07966
Ofaveolata227449	K20719
Ofaveolata269149	K15909
Ofaveolata262452	K01637
Ofaveolata243736	K05673
Ofaveolata261437	K09228
Ofaveolata259333	K07855
Ofaveolata263978	K14437
Ofaveolata1846191	K06841
Ofaveolata258496	K10567
Ofaveolata229341	K08439
Ofaveolata264650	K08149
Ofaveolata254742	K24431
Ofaveolata260944	K04912
Ofaveolata264259	K17199
Ofaveolata252364	K07377
Ofaveolata255875	K17902
Ofaveolata264227	K24523
Ofaveolata265019	K24125
Ofaveolata269866	K06254
Ofaveolata70926	K05312
Ofaveolata255776	K10357
Ofaveolata265291	K21548
Ofaveolata268397	K19026
Ofaveolata258091	K09580
Ofaveolata261192	K22614
Ofaveolata262788	K06777
Ofaveolata263805	K12035
Ofaveolata267113	K03515
Ofaveolata217538	K06052
Ofaveolata260471	K04377
Ofaveolata265543	K13352
Ofaveolata265610	K00181
Ofaveolata252872	K21988
Ofaveolata256649	K07440
Ofaveolata249653	K09228
Ofaveolata268410	K24751
Ofaveolata269706	K15255
Ofaveolata169035	K16290
Ofaveolata261618	K03447
Ofaveolata254130	K05312
Ofaveolata232612	K23092
Ofaveolata215874	K08738
Ofaveolata269797	K25168
Ofaveolata247467	K04988
Ofaveolata260769	K17757
Ofaveolata265102	K18134
Ofaveolata259342	K20032
Ofaveolata887992	K23847
Ofaveolata258078	K04266
Ofaveolata250303	K14072
Ofaveolata255929	K05051
Ofaveolata269785	K19326
Ofaveolata261448	K05695
Ofaveolata250897	K17576
Ofaveolata261361	K12047
Ofaveolata246776	K09637
Ofaveolata245011	K08132
Ofaveolata267641	K06236
Ofaveolata253602	K07855
Ofaveolata239407	K24464
Ofaveolata267821	K01469
Ofaveolata215815	K02930
Ofaveolata263353	K02216
Ofaveolata256190	K12035
Ofaveolata258586	K19673
Ofaveolata229098	K05313
Ofaveolata261033	K20292
Ofaveolata263673	K14001
Ofaveolata268884	K10345
Ofaveolata258787	K02183
Ofaveolata266727	K04612
Ofaveolata262051	K17341
Ofaveolata268209	K20825
Ofaveolata232990	K15047
Ofaveolata257254	K13866
Ofaveolata264028	K19612
Ofaveolata255983	K04919
Ofaveolata220879	K02685
Ofaveolata269724	K03899
Ofaveolata248969	K10281
Ofaveolata259169	K05931
Ofaveolata261009	K23847
Ofaveolata261362	K21411
Ofaveolata262347	K01313
Ofaveolata257638	K00814
Ofaveolata261231	K04150
Ofaveolata268714	K04267
Ofaveolata226554	K08378
Ofaveolata245873	K01415
Ofaveolata219602	K02886
Ofaveolata259741	K12505
Ofaveolata1409604	K07497
Ofaveolata262778	K17335
Ofaveolata265367	K15164
Ofaveolata267762	K23224
Ofaveolata261582	K08876
Ofaveolata264439	K17341
Ofaveolata267603	K11974
Ofaveolata257936	K08375
Ofaveolata261708	K12823
Ofaveolata222539	K18188
Ofaveolata257766	K07918
Ofaveolata265791	K04364
Ofaveolata250623	K12751
Ofaveolata268439	K08656
Ofaveolata268277	K21879
Ofaveolata264038	K22747
Ofaveolata154802	K10394
Ofaveolata252787	K23868
Ofaveolata213881	K04224
Ofaveolata261767	K13173
Ofaveolata218874	K13912
Ofaveolata242013	K08606
Ofaveolata245695	K10380
Ofaveolata254612	K20813
Ofaveolata261600	K23679
Ofaveolata261792	K12195
Ofaveolata269275	K17591
Ofaveolata235516	K09140
Ofaveolata258165	K16066
Ofaveolata266670	K04362
Ofaveolata261092	K02030
Ofaveolata266998	K00488
Ofaveolata257793	K16066
Ofaveolata267983	K17065
Ofaveolata256764	K13912
Ofaveolata257564	K11997
Ofaveolata251796	K04681
Ofaveolata269005	K22371
Ofaveolata269628	K06115
Ofaveolata260905	K05724
Ofaveolata235318	K20051
Ofaveolata245120	K09035
Ofaveolata112773	K11253
Ofaveolata266611	K17341
Ofaveolata259651	K20184
Ofaveolata261332	K04699
Ofaveolata266782	K24690
Ofaveolata257847	K04142
Ofaveolata258054	K13675
Ofaveolata265805	K10307
Ofaveolata267560	K14963
Ofaveolata262075	K03121
Ofaveolata262677	K13708
Ofaveolata253038	K13443
Ofaveolata240731	K04600
Ofaveolata264986	K15608
Ofaveolata268854	K11490
Ofaveolata269554	K23703
Ofaveolata266187	K14007
Ofaveolata258535	K08187
Ofaveolata268698	K16453
Ofaveolata262048	K22766
Ofaveolata267850	K24737
Ofaveolata262727	K03953
Ofaveolata264759	K24342
Ofaveolata227557	K07964
Ofaveolata250156	K04204
Ofaveolata257123	K19465
Ofaveolata249402	K12946
Ofaveolata267997	K16717
Ofaveolata225644	K04448
Ofaveolata259062	K09646
Ofaveolata214792	K04253
Ofaveolata261123	K21852
Ofaveolata267276	K12233
Ofaveolata248026	K09360
Ofaveolata254850	K17609
Ofaveolata256821	K00746
Ofaveolata258691	K11583
Ofaveolata192776	K05410
Ofaveolata261948	K20193
Ofaveolata266512	K13278
Ofaveolata244093	K02908
Ofaveolata255840	K03013
Ofaveolata114527	K23407
Ofaveolata237498	K04266
Ofaveolata250233	K00290
Ofaveolata268308	K12035
Ofaveolata269508	K03068
Ofaveolata266055	K24677
Ofaveolata264012	K11279
Ofaveolata257186	K19196
Ofaveolata235238	K09360
Ofaveolata261286	K14676
Ofaveolata261658	K20068
Ofaveolata251688	K21918
Ofaveolata257873	K03068
Ofaveolata260671	K24135
Ofaveolata256981	K25384
Ofaveolata265298	K08180
Ofaveolata262120	K14715
Ofaveolata259870	K24865
Ofaveolata250782	K09267
Ofaveolata254645	K18080
Ofaveolata251726	K23092
Ofaveolata240175	K17086
Ofaveolata262047	K05665
Ofaveolata260833	K24469
Ofaveolata268718	K21919
Ofaveolata254674	K09108
Ofaveolata258112	K15280
Ofaveolata226584	K07497
Ofaveolata268639	K05648
Ofaveolata265002	K15259
Ofaveolata262746	K00344
Ofaveolata269403	K04598
Ofaveolata263831	K17544
Ofaveolata267426	K17552
Ofaveolata252966	K16761
Ofaveolata251691	K06711
Ofaveolata258440	K13179
Ofaveolata225318	K00074
Ofaveolata258295	K04136
Ofaveolata264853	K13525
Ofaveolata269462	K11804
Ofaveolata256941	K08465
Ofaveolata264150	K05546
Ofaveolata264391	K17535
Ofaveolata266229	K14165
Ofaveolata263624	K13254
Ofaveolata259265	K18025
Ofaveolata267104	K21813
Ofaveolata252867	K14692
Ofaveolata248876	K24498
Ofaveolata256301	K19514
Ofaveolata258639	K03283
Ofaveolata1130385	K15837
Ofaveolata227741	K00863
Ofaveolata225665	K02957
Ofaveolata263203	K12028
Ofaveolata249572	K21358
Ofaveolata263553	K17689
Ofaveolata264755	K22614
Ofaveolata334939	K02561
Ofaveolata248274	K05757
Ofaveolata162040	K03062
Ofaveolata261589	K11109
Ofaveolata244178	K04233
Ofaveolata226702	K11883
Ofaveolata258307	K17783
Ofaveolata267834	K10478
Ofaveolata265854	K05330
Ofaveolata266073	K16774
Ofaveolata267683	K06228
Ofaveolata232338	K05658
Ofaveolata264904	K08202
Ofaveolata195979	K24936
Ofaveolata252844	K25165
Ofaveolata258940	K00898
Ofaveolata253296	K23879
Ofaveolata265181	K22078
Ofaveolata261975	K04248
Ofaveolata251507	K10608
Ofaveolata201358	K02599
Ofaveolata266937	K15259
Ofaveolata269511	K13138
Ofaveolata269420	K10169
Ofaveolata202607	K16675
Ofaveolata213018	K03123
